Relative Atomic Mass,Atomic Number,Ionization Potential,Electronegativity,Number of d electrons,ZIF or MOF Derived,Hard or Soft Templated,Graphene/Carbon Nanosheets or other 2D Structures,Polymer Derived,Carbon Nanofiber/Nanotubes,Carbon Black Derived,Biomass or other Organic Derived,Main Transition Metal Content (wt. %),Nitrogen Cotent (wt. %),Metal-N Coordination Number (XAS),Pyridinic N Ratio,Pyrrolic N Ratio,Graphitic N Ratio,Oxidized N Ratio,Raman ID/IG Ratio,BET Surface Area (m2/g),Acid Wash,Pyrolysis Temperature (°„C),Pyrolysis Time (h),Rising Rate (°„C min-1),Flow Cell/H-type Cell,Electrolyte Concentration (M),Catalyst Loading (mg cm-2),Nafion Membrane Thickness (¶Ãm),Carbon Paper/Glassy Carbon,Electrode Area cm2,Electrolyte pH,FE of Product (CO) at -0.5V (vs.RHE),FE of Product (CO) at -0.6V (vs.RHE),FE of Product (CO) at -0.7V (vs.RHE),FE of Product (CO) at -0.8V (vs.RHE),FE of Product (CO) at -0.9V (vs.RHE),Potential for Maximum FE of Product (CO) (vs.RHE),"corresponding overpotential (eV) ¶«=E-Eo,CO£¨-0.11 eV£¨Formate£¨-0.011",Overpotential (V),Maximum FE,Partial Current Censity (CO) at -0.5V (vs.RHE),Partial Current Censity (CO) at -0.6V (vs.RHE),Partial Current Censity (CO) at -0.7V (vs.RHE),Partial Current Censity (CO) at -0.8V (vs.RHE),Partial Current Censity (CO) at -0.9V (vs.RHE),Partial Current Density at Maximum FE (mA/cm2),TOF Reported (h-1),TOF@Maximum FE(h-1),TOF@Maximum FE(h-1) (log),Atomic Number,TOF_MCL_2_3,TOF_MCL_2_4
63.546,29,7.69,1.9,10,0,0,1,0,0,0,0,2.1,3.79,4,43.4,25.8,25.7,5.1,1.028404816,326.1994934,1,900,0.0125,5.900555195,0,0.1,0.3,177.8,0,2,6.8,0.01,0.01,0.72663,2.83545,4.87732,-0.9,-0.79,0.79,4.87732,0.001,0.001,0.001,0.001,0.029241484,0.029241484,,5.50249659,0.740559782,Cu,0,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,8.2,38.23361945,2.1,74.86590282,25.13409718,0,0,1.08,91.4,0,550,2,5,0,0.5,1,127,1,1,7.2,44.31,70.26,96.21,99.9,96.21,-0.8,-0.69,0.69,99.9,0.001,1.26501,6.25218,11.69465,17.13712,11.69465,,156.1609307,2.193572389,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,32,19.92,2,68.16499207,31.83500793,0,0,0.9,144.8,0,550,2,5,0,0.5,1,127,1,1,7.2,68.03643,72.54959,77.06275,81.57591,77.06275,-0.8,-0.69,0.69,81.57591,,,2.3213,8.24439,,8.24439,,28.21029072,1.450407562,Ni,0,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,38,16.4,0.64,74.97385849,25.02614151,0,0,1.02,150.1,0,550,2,5,0,0.5,1,127,1,1,7.2,73.83447,73.97305,74.11163,74.25021,74.11163,-0.8,-0.69,0.69,74.25021,,,10.23223,16.19172,,16.19172,,46.65609652,1.668908401,Ni,0,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,28,14.5,1.95,55.50787935,44.49212065,0,0,1.023623406,168.9,0,550,2,5,0,0.5,1,127,1,1,7.2,40.55948,62.88234,85.2052,92.20474,85.2052,-0.8,-0.69,0.69,92.20474,0.001,0.59258,3.00211,6.67945,10.35679,6.67945,,26.12051192,1.416981684,Ni,0,0
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,2,38.23361945,4,74.86590282,25.13409718,0,0,1.082188718,91.4,1,550,2,5,0,0.5,1,127,1,1,7.2,89.75162,92.44836,95.1451,97.84184,95.1451,-0.75,-0.64,0.64,98.72,,,5.54234,11.7892,,8.27,,452.7667503,2.655874526,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.2,19.92,4,68.16499207,31.83500793,0,0,0.972337263,144.8,1,550,2,5,0,0.5,1,127,1,1,7.2,84.93,85.43,85.93,85.43,84.93,-0.75,-0.64,0.64,88.19,,,2.83174,8.69418,,9.98,,210.1484591,2.32252621,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.7,16.4,4,74.97385849,25.02614151,0,0,1.000278352,150.1,1,550,2,5,0,0.5,1,127,1,1,7.2,82.23,83.15,84.07,84.99,84.07,-0.75,-0.64,0.64,86.34,,,9.82412,15.81157,,13.55,,260.2935771,2.415463452,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,2.2,5.374686235,4,46.13248967,0,42.28434917,11.58316116,1.326824359,1066.063913,0,1000,3,5,0,0.5,0.4,177.8,1,2.25,7.2,97.6,99.8,96.6,93.4,90.2,-0.53,-0.42,0.42,99,0.4,5.02,16.8,28.58,40.36,0.99,2877.552,123.183215,2.090551535,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,2.2,5.640727266,4,46.13248967,0,42.28434917,11.58316116,1.287948798,1135.309748,0,1000,3,5,1,1,1,177.8,1,2.25,8.8,96.16333,96.12382,96.08431,96.0448,96.00529,-0.45,-0.34,0.34,98,25.25,90,,,,7.62,,379.2549892,2.578931303,Ni,1,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.1,3.895035339,4,44.41299366,0,45.46884126,10.11816507,1.319639984,1259.477708,0,1000,3,5,0,0.5,0.4,177.8,1,2.25,7.2,28.6,33.8,28.6,23.4,18.2,-0.51,-0.4,0.4,29,2.65,6.1,,,,2.89,306.216,358.4392467,2.554415556,Fe,1,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.1,4.453251285,4,44.41299366,0,45.46884126,10.11816507,1.269969796,1361.252988,0,1000,3,5,1,1,1,177.8,1,2.25,8.8,84.53497,76.39274,55.15571,33.91868,12.68165,-0.45,-0.34,0.34,88,13,18.77,,,,7.62,,378.0355792,2.577532676,Fe,1,1
58.93,27,7.81,1.88,7,1,0,0,0,0,0,0,2.2,5.592864748,4,56.47655573,0,29.97030805,13.55313621,1.130457013,907.646741,0,1000,3,5,0,0.5,0.4,177.8,1,2.25,7.2,90,74.4,58.8,43.2,27.6,-0.49,-0.38,0.38,91.5,6.02,13.1,,,,4.55,623.664,568.4311504,2.75467787,Co,1,1
58.693,28,7.61,1.91,8,0,1,1,0,0,0,0,1.39,6.119044162,4,23.29980225,57.26936635,0,19.4308314,1.47,308,1,900,3,5.204262164,0,0.5,1,177.8,1,1,7.2,90.49876,91.89232,93.28588,95.51556,96.22782,-0.9,-0.79,0.79,96.22782,1.351479696,7.112465568,12.87345144,18.54912175,26.55887832,26.55887832,,2092.155407,3.320593941,Ni,2,1
58.693,28,7.61,1.91,8,0,1,1,0,0,0,0,1.39,5.395730396,4,23.29980225,57.26936635,0,19.4308314,1.47,308,1,900,3,4.298341887,1,0.5,0.5,177.8,1,4,7.2,55.01032,68.00061,80.9909,93.98119,95.35316,-0.9,-0.79,0.79,95.35316,0.001,0.001,4.061709833,13.25761634,27.94467384,27.94467384,,4402.640788,3.643713253,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,5,9.973957274,3,82.39455539,17.60544461,0,0,0.938631049,401.4848421,0,900,2,21.22119022,0,0.5,1,177.8,1,1,7.2,69.87,79.94803,75.55,70.95887,60.19,-0.6,-0.49,0.49,84,,3.8,,,,3.8,,83.21710525,1.920212605,Ni,0,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.8,6.8,3.4,2.702702703,91.89189189,5.405405405,0,1.530968767,772,0,900,3,5,0,0.5,0.3,177.8,1,1,7.2,97.81,91.64,85.47,79.3,73.13,-0.47,-0.36,0.36,95.9,18,55,,,,20.7,1326,2567.367615,3.409488059,Fe,2,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.6,7.6,4.3,71.42857143,0,12.5,16.07142857,1.242865297,894.9727275,1,700,2,5,0,0.5,0.6,177.8,1,1,7.2,69.39,66.33,58.44,50.55,42.66,-0.37,-0.26,0.26,75.6,0.85,1.5,,,,0.28,20,18.69951886,1.271830432,Fe,0,0
63.546,29,7.69,1.9,10,0,0,1,0,0,0,0,1.45,4.696209838,2.3,41.67273316,16.90932622,18.65647497,22.76146566,1.03,168,1,900,2,5,0,0.1,0.5,177.8,1,0.5,6.8,81.29597,61.7397,41.20697,24.76993,8.33289,-0.5,-0.39,0.39,81.29597,1.707,2.699626168,3.114436585,3.148611273,3.182785961,1.707,,279.1235223,2.445796437,Cu,1,1
63.546,29,7.69,1.9,10,0,0,1,0,0,0,0,1.19,7.050993443,4,50.16896598,22.47665696,21.15613064,6.142818094,1.068520983,340.5493228,1,700,2,5,0,0.1,0.5,177.8,1,0.5,6.8,34.69913,34.69913,33.80653,32.2918,30.77707,-0.5,-0.39,0.39,34.69913,0.35487,0.611,0.87298,1.32866,1.78434,0.35487,,70.70550738,1.849453243,Cu,0,0
63.546,29,7.69,1.9,10,0,0,1,0,0,0,0,1.14,7.827835615,4,50.80418936,22.95276944,21.20005751,4.925986907,1.042396734,409.8343894,1,800,2,5,0,0.1,0.5,177.8,1,0.5,6.8,61.856,56.09463,34.4016,22.58133,10.76106,-0.5,-0.39,0.39,61.856,1.40275,2.60554,2.7838,3.71928,4.65476,1.40275,,291.7469631,2.465006344,Cu,1,1
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.53,2.75,4,21.19,28.43,50.38,0,1.18,480,1,700,1,1,0,0.5,1.3,127,1,2,7.2,25.79,59.2,73.82,77.16,76.32,-0.78,-0.67,0.67,77.09021,0.1,0.61,1.97,4.36,5.95,3.99431,,132.977115,2.123776906,Ni,1,1
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.39,2.82,12,21.91,21.69,56.4,0,1.18,437,1,700,1,1,0,0.5,1.3,127,1,2,7.2,7.37629,15.80131,29.93015,44.97055,47.33764,-0.78,-0.67,0.67,42.98201,0.03717,0.12757,0.44452,1.36419,2.83186,1.03464,,36.46254882,1.561847024,Ni,0,0
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,2.08994,19.38522,3.6,63.54886542,27.25652703,4.940868318,4.253739235,1.07,422.6,1,800,2,10,0,0.5,0.2,127,1,0.25,7.2,68.9041,90.98402,96.8,95.98083,95.23344,-0.7,-0.59,0.59,96.8,1.65313,6.59654,16.29798,31.35993,45.8194,16.29798,,4269.420971,3.630368979,Ni,2,1
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,1.31087,11.93215,3.8,58.91462145,24.01089983,6.616361688,10.45811703,0.97,582.6,1,900,2,10,0,0.5,0.2,127,1,0.25,7.2,78.70554,95.66052,97.81726,98.6,97.68914,-0.8,-0.69,0.69,98.6,0.83438,4.63462,13.51731,27.74506,42.43625,27.74506,,11587.64177,4.063995061,Ni,2,2
58.693,28,7.61,1.91,8,0,1,0,0,0,0,0,0.37599,6.40078,3.9,45.22917583,26.82011353,11.3035989,16.64711174,0.94,814.3,1,1000,2,10,0,0.5,0.2,127,1,0.25,7.2,89.7882,98.26569,98.82089,99,98.20163,-0.8,-0.69,0.69,99,0.41728,4.07849,12.28146,26.04576,37.8636,26.04576,,37925.3639,4.578929757,Ni,2,2
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,2.5,4.334964214,4,50.66666667,28.59259259,20.74074074,0,0.87,412.9515937,0,600,2,10,0,0.1,0.3,177.8,0,1.861472084,6.8,45.46105,68.58665,91.71225,96.2089,97.37129,-1,-0.89,0.89,97.86,0.001,0.37221975,1.106966858,2.199806878,3.479631208,4.756667087,,694.4492379,2.841640506,Ni,1,1
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,5.0164692,3.699912124,4,41.26935925,23.53477073,22.77558457,12.42028545,1.052093871,250,1,900,2,3,0,0.5,0.1,177.8,0,1,7.3,44.1426,64.61312,75.08932,71.07282,60.1544,-0.73,-0.62,0.62,77.16,0.821586485,1.241689711,3.628413559,6.514136673,9.873863525,3.628413559,,791.986253,2.898717643,Ni,1,1
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,3.769866261,9.215065035,4,48.32413249,28.3714511,11.04100946,12.26340694,1.07430794,304,1,900,2,3,0,0.5,0.1,177.8,0,1,7.3,67.48581,87.43456,94.31781,96.26776,96.56057,-0.925,-0.815,0.815,97.04,1.45225414,7.502934463,27.0901123,43.70067264,57.83247179,57.83247179,,16797.50672,4.225244824,Ni,2,2
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,2.181540012,10.18967142,2,53.31096592,20.71340279,14.46229913,11.51333216,1.119395763,406,1,900,2,3,0,0.5,0.1,177.8,0,1,7.3,94.23098,97.30676,97.18106,94.83158,92.44139,-0.625,-0.515,0.515,97.22,2.092870066,8.57753251,32.90723674,52.95307234,70.59019592,8.57753251,14800,4305.248283,3.633998202,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,13,6.469933045,4,53.2,15.3,26.8,4.7,1.030600513,429.6370153,0,650,3,5,0,0.5,0.5,177.8,1,1,7.3,7.08353,17.2779,29.32279,39.04708,41.10782,-0.828,-0.718,0.718,41.41,0.144015957,0.496737897,1.151203939,2.045250908,2.784364194,2.358543819,,39.73100996,1.599129605,Ni,0,0
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,6.11,7.347705754,4,58.5,15.6,21.3,4.6,1.07024545,451.681389,1,650,3,5,0,0.5,0.5,177.8,1,1,7.3,51.68042,67.55611,75.90852,77.22847,73.73535,-0.731,-0.621,0.621,78.15,6.27412,18.54672,32.1909,39.80252,47.41414,35.42628,,1269.735753,3.103713349,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,10.48,9.547383551,4,57.4,23.3,15.9,3.4,0.981498858,422.7526004,0,650,3,5,0,0.5,0.5,177.8,1,1,7.3,42.35662,44.09955,48.94599,66.67246,74.46753,-0.929,-0.819,0.819,75.15,0.520524739,0.873232829,1.457175963,2.71914294,3.882781695,4.211548785,,88.0054486,1.944509561,Ni,0,0
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,4.02,11.37358606,4,64.1,20.2,13.4,2.3,0.9618886,228.8565938,1,650,3,5,0,0.5,0.5,177.8,1,1,7.3,65.04368,89.83949,95.2263,93.6213,88.5834,-0.726,-0.616,0.616,95.9,3.94017,13.16224,24.86515,35.5357,46.20625,24.86515,1962,1354.546874,3.131794038,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,7.53,8.808216874,4,55.3,19.3,21.35,4.05,1.015205425,496.3234922,0,650,3,5,0,0.5,0.5,177.8,1,1,7.3,26.83764,43.21631,53.86556,61.2725,66.31305,-0.93,-0.82,0.82,67.6,0.286894372,0.576734622,0.927171725,1.405303169,2.016792052,2.2300564,,64.85595798,1.811949879,Ni,0,0
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,2.28,7.679501339,4,61.3,17.9,17.35,3.45,1.014154853,390.0718363,1,650,3,5,0,0.5,0.5,177.8,1,1,7.3,67.89636,83.16105,88.8149,88.13698,83.84647,-0.73,-0.62,0.62,89.7,2.38671,6.34695,14.03384,20.54156,27.04928,16.03817,,1540.454849,3.187648974,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,22.7,18.7,3.8,76.27180233,0,23.72819767,0,1.055160095,377.4954524,0,800,1,5,0,0.5,1,177.8,1,1,7.2,82.87295,89.41514,90.75505,89.41514,88.07523,-0.7,-0.59,0.59,90.75,9.86451,16.34334,23.42753,30.51172,37.59591,23.42753,91764,113.0055199,2.053099658,Ni,1,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,22.7,18.7,11,35.30510585,0,64.69489415,0,1.111397685,436.7824417,0,400,1,5,0,0.5,1,177.8,1,1,7.2,61.48151,60.62162,52.73653,44.85144,36.96635,-0.55,-0.44,0.44,64,1.99631,3.74444,5.9045,8.06456,10.22462,2.65108,13312.44,12.78780451,1.106795988,Ni,0,0
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,0.48,9.068144027,3,42.83164119,14.84993864,39.46781212,2.850608055,1.48,126,0,800,1,2.3,0,0.5,0.769501399,177.8,1,1.503752602,7.2,71.3522,84.56886,91.75896,93.93688,91.75896,-0.8,-0.69,0.69,93.93688,0.001,14.74375,30.79189,46.84003,59.98984,46.84003,10654,13885.62798,4.142565526,Ni,2,2
58.693,28,7.61,1.91,8,0,0,1,0,0,0,0,0.52,6.575740364,3.9,40.25185773,16.42180498,41.97628907,1.350048216,1.27,477.7384348,0,800,1,2.3,0,0.5,0.626819737,177.8,1,1.231080007,7.2,53.6007,82.39095,84.21085,79.52684,80.21303,-0.7,-0.59,0.59,84.21085,0.89618,4.0092,7.12222,10.23524,15.44149,7.12222,1521,2392.59059,3.37886839,Ni,2,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,0.93,6.36,2.6,49.52830189,27.98742138,15.25157233,7.232704403,1.048462834,1011,0,1000,4,3,0,1,2,127,1,2,8.8,85.37497,94.38902,95.05688,95.05688,92.63516,-0.73,-0.62,0.62,95.56,2.652,9.53104,18.97003,28.39708,34.65497,21.72,,1278.632941,3.106745889,Ni,2,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,2.07,7.29,2.7,53.6351166,29.76680384,11.65980796,4.938271605,1.03488809,923,0,1000,4,3,0,1,2,127,1,2,8.8,90.44612,96.74128,98.40148,98.47432,97.23706,-0.73,-0.62,0.62,98.84,5.06304,15.03635,28.64924,41.76785,51.48969,32.69,,864.5967361,2.936813592,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.44,10.35,2.4,53.71980676,29.75845411,11.5942029,4.927536232,1.002435099,871,0,1000,4,3,0,1,2,127,1,2,8.8,92.55912,96.74886,97.60684,97.82154,95.82588,-0.73,-0.62,0.62,97.82,10.43722,24.05268,39.74116,54.49972,64.53292,45.25,,455.395464,2.6583887,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,0.72,11.37,2.7,63.67634125,21.63588391,10.55408971,4.133685136,1.001966825,893,0,900,4,3,0,1,2,127,1,2,8.8,80.23903,86.45254,85.37522,86.21215,87.99643,-0.93,-0.82,0.82,88.46,2.21403,5.38966,8.54189,12.23275,15.72558,16.87,,1282.778295,3.108151603,Ni,2,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,1.45,12.69,2.7,67.13947991,21.19779354,7.407407407,4.255319149,1.035440774,824,0,900,4,3,0,1,2,127,1,2,8.8,81.55222,90.03052,91.51946,92.80174,93.2696,-0.83,-0.72,0.72,93.3,3.83299,9.27921,17.12119,24.31212,30.1545,26.52,,1001.323789,3.000574534,Ni,2,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.03,10.75,2.7,63.34883721,21.30232558,10.88372093,4.465116279,0.998882312,775,0,900,4,3,0,1,2,127,1,2,8.8,85.28435,94.29616,95.98385,95.21052,92.23484,-0.73,-0.62,0.62,96.17,9.47557,21.44929,33.69448,42.9162,47.68971,37.72,,410.5562951,2.613372716,Ni,1,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,5.44,10.35,2.4,53.71980676,29.75845411,11.5942029,4.927536232,1.060208987,871,0,1000,4,3,0,1,0.088,127,1,2,8.8,83.07386,89.50072,95.92758,97.23689,97.20264,-0.83,-0.72,0.72,97.54,0.001,3.5092,9.75104,19.07762,28.57699,22.08,,5050.292237,3.703316509,Ni,2,1
58.693,28,7.61,1.91,8,1,0,0,0,0,0,0,2.07,7.29,2.7,53.6351166,29.76680384,11.65980796,4.938271605,1.109732707,923,0,1000,4,3,0,1,0.226,127,1,2,8.8,74.25678,83.88565,93.51452,95.59407,94.86074,-0.83,-0.72,0.72,93,0.001,2.86204,8.12274,15.87365,24.35246,18.15,,4248.120792,3.628196857,Ni,2,1
55.845,26,7.83,1.83,6,0,0,0,0,0,1,0,1.05,6.525016676,4,37.97622264,37.66549581,7.768170765,16.59011078,1.009072311,634,1,900,1,30,0,0.1,0.75,177.8,0,1,6.8,70.8512,73.95917,49.24572,44.18734,39.12896,-0.57,-0.46,0.46,74.46,0.001,2.31445,4.81137,4.43195,4.05253,2.20781,,292.0842457,2.465508133,Fe,1,1
58.693,28,7.61,1.91,8,0,0,0,0,0,1,0,10.2,4.006305851,4,38.87367064,43.38543345,7.694166935,10.04672897,0.90784802,238,1,900,1,30,0,0.1,0.75,177.8,0,1,6.8,50.24572,54.0175,50.24572,45.18734,40.12896,-0.72,-0.61,0.61,83,0.001,0.94774,4.27232,10.26632,16.26032,5.34348,,76.4824454,1.883561765,Ni,0,0
55.845,26,7.83,1.83,6,0,0,1,0,0,0,0,1.25,3.942046519,4,56,22.1,16.2,5.7,0.890316044,473.7613892,0,750,1,10.40086684,0,0.1,0.32,177.8,1,2,6.8,75.72579,77.73641,51.24572,46.18734,42.2705,-0.57,-0.46,0.46,81,1.20965,1.79185,2.28181,2.51586,2.17842,1.65082,,429.968589,2.63343673,Fe,1,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.5,5.201444974,4,60.53738273,21.3349514,14.97424914,5.563833743,0.895621966,549.5965678,0,1050,1,8.494776994,0,0.5,1,177.8,1,1,7.2,75.94703,73.85061,52.24572,47.18734,30.68727,-0.5,-0.39,0.39,75.94,1.30976729,2.217394105,3.138455018,3.797425406,3.697567468,1.30976729,,90.97035308,1.95889988,Fe,0,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,2.1,9.253650892,4,67.52767334,24.11585962,8.105644918,0.891717216,0.878099427,533.3087014,0,950,1,8.493842513,0,0.5,1,177.8,1,1,7.2,73.85061,74.97062,53.24572,48.18734,35.68423,-0.6,-0.49,0.49,74.94,1.789215654,3.02342266,4.095972246,4.75967147,4.45826637,3.02342266,,149.994926,2.176076568,Fe,1,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,3.4,5.270791155,4,64.9751733,16.84130836,10.69041588,7.716799285,0.907638376,623.4831989,0,1050,1,8.02780492,0,0.5,1,177.8,1,1,7.2,55.18383,50.18688,54.24572,49.18734,28.13136,-0.5,-0.39,0.39,55.18383,1.572016247,2.27776668,2.946855113,3.742871018,3.860733781,1.572016247,,48.16982986,1.682775112,Fe,0,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,3,6.076013742,4,50.83452392,22.94624743,19.45351874,4.677508444,1.019157322,787.0830979,1,1050,1,5.423406683,0,0.5,1,177.8,1,1,7.2,31.49138,30.05548,55.24572,50.18734,12.99691,-0.5,-0.39,0.39,31.49138,0.227559861,0.418441409,0.672899955,1.32829508,1.605802022,0.227559861,,7.902625551,0.897771404,Fe,0,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,12,10.09200394,12,50.96570305,23.1400404,19.88199365,4.65734396,1.027239841,666.3124151,0,1050,1,5.149798604,0,0.5,1,177.8,1,1,7.2,8.94766,10.58459,56.24572,51.18734,3.49121,-0.6,-0.49,0.49,10.58459,0.0364984,0.118674423,0.213877331,0.362459032,0.510418393,0.118674423,,1.030321784,0.012972882,Fe,0,0
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.5,4.418471535,4,50.59410456,23.29031929,19.07230113,7.569867583,0.914545004,750.712749,0,1050,1,8.574330694,0,0.1,1,177.8,1,1,6.8,87.07515,91.89114,57.24572,52.18734,47.12896,-0.6,-0.49,0.49,91.89114,2.577015187,4.48742112,6.407502047,7.783531789,9.159561531,4.48742112,,311.6754303,2.493702568,Fe,1,1
55.845,26,7.83,1.83,6,1,0,0,0,0,0,0,1.5,5.253291839,4,51.17412648,21.53045544,18.84742604,6.873795926,1.01619808,875.3609588,0,1050,1,5.171051374,0,1,1,177.8,1,1,8.8,68.84532,65.0339,58.24572,53.18734,48.12896,-0.5,-0.39,0.39,68.84532,3.841155784,6.559865439,8.574063897,8.914427652,9.254791407,3.841155784,,266.7888415,2.426167661,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,2.59081336,3.712426963,4,24,14,47,15,0.99,103.4,1,950,0,10,0,0.1,1,127,0,1,6.8,69.23597,67.7514,50.71932,33.68724,16.65516,-0.53,-0.42,0.42,72.89,1.11068,2.66522,5.13794,7.61066,10.08338,1.5424,,62.02373106,1.792557888,Fe,0,0
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.616423984,3.706157115,4,29.5,10,50,10.5,1.046333642,365.9,1,950,0.167,10,0,0.1,1,127,0,1,6.8,83.66757,66.70039,51,35.29961,19.59922,-0.53,-0.42,0.42,84,2.260697741,2.384412212,2.2831323,2.181852388,2.080572476,2.2848,,147.2617318,2.168089903,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.54072305,3.683715873,8,35,6,53,6,1.15,692.6,1,950,0.333,10,0,0.1,1,127,0,1,6.8,93.08709,91.67031,72.75461,53.83891,34.92321,-0.53,-0.42,0.42,94.92,3.29066,7.50323,9.87875,12.25427,14.62979,4.70793,3104,318.3482129,2.502902416,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.458713195,2.291780881,8,29.5,5.5,59,6,1.099537009,480.5,1,950,0.667,10,0,0.1,1,127,0,1,6.8,84.86742,74.83465,49.97417,25.11369,0.25321,-0.53,-0.42,0.42,87,2.37065,5.22266,7.34336,9.46406,11.58476,3.44562,,246.0902839,2.391094467,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,0.730148612,3.641154155,8,35,6,53,6,1.142748564,721.3,1,950,0.333,10,0,0.1,1,127,0,1,6.8,81.83737,80.34507,69.58084,58.81661,48.05238,-0.53,-0.42,0.42,86,1.516569222,3.353530911,4.269208977,5.184887043,6.100565109,2.05282,,292.9116232,2.466736606,Fe,1,1
55.845,26,7.83,1.83,6,0,0,0,1,0,0,0,1.54072305,3.683715873,8,35,6,53,6,1.15,692.6,1,950,0.333,10,0,0.5,1,127,0,1,7.2,93.3056,89.1703,85.035,80.8997,76.7644,-0.53,-0.42,0.42,94,6.396388127,9.38651163,,,,6.5894,,445.5724095,2.648918291,Fe,1,1
58.693,28,7.61,1.91,8,0,0,0,0,0,0,1,1.41,4.683251484,4,20.00724026,0,57.8858453,22.10691444,1.139204125,481.6750753,0,1000,1,3.786435761,0,0.5,0.295199083,177.8,0,0.19625,7.2,88.25148,96.29429,97.80977,99.09958,97.53637,-0.81,-0.7,0.7,98.95,2.227176125,7.998531128,17.33951063,26.83856447,34.84912077,28.07451,,7385.452012,3.868377081,Ni,2,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,4.04,5.727205076,4,48.90811356,16.67226608,15.70636654,18.71325382,1.025313305,598.6377937,0,1000,2,5,0,0.5,0.8,177.8,1,0.5,7.2,38.25754,77.68773,92.57255,97.00881,99.13938,-0.9,-0.79,0.79,98.79,1.387509158,5.406118218,9.975738332,15.75860584,28.62955938,28.62955938,,969.9343148,2.986742324,Ni,1,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,6.63,5.727205076,4,48.90811356,16.67226608,15.70636654,18.71325382,1.047518765,689,0,1000,2,5,0,0.5,0.8,177.8,1,0.5,7.2,5.49264,65.01811,92.23993,96.0594,96.7715,-0.9,-0.79,0.79,96.7715,0.157367432,2.608422544,10.42764107,23.73497133,37.40565885,37.40565885,,772.2053489,2.887732806,Ni,1,1
58.693,28,7.61,1.91,8,0,0,0,0,1,0,0,7.18,5.727205076,4,48.90811356,16.67226608,15.70636654,18.71325382,1.022260723,620.4287328,0,1000,2,5,0,0.5,0.8,177.8,1,0.5,7.2,26.78747,58.54176,88.16547,94.20696,93.38975,-0.8,-0.69,0.69,94.2,0.986494121,4.608992765,13.48037693,21.98037733,33.35171174,21.98037733,,419.0055009,2.622219725,Ni,1,1
